id,nama,latitude,longitude,htm_weekday,htm_weekend,deskripsi,image,image2,image3,url_maps,alamat,operating_hours,rating,kategori,url_tiket,akesibilitas,fasilitas,type,akses,dataran,weather,jeniswisata,jumlahrating,anak,lansia,descitinerary,isnight
65,Museum HM Soeharto,-7.7913177,110.2805284,10000,10000,"Museum Soeharto adalah adalah bangunan berBudaya dan Sejarah berbentuk museum yang menyimpan memoar dan peninggalan-peninggalan Jenderal Besar TNI Soeharto yang diresmikan pada tahun 2013. Museum ini berdiri di atas tanah milik Soeharto yang terletak di Dusun Kemusuk Lor, Desa Argomulyo, Kecamatan Sedayu, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Di dalam memorial ini, terdapat sebuah bangunan joglo besar di pusat lokasi, rumah kakek buyut Pak Harto yaitu Notosudiro. Terdapat juga barang-barang peninggalan, diorama Budaya dan Sejarah kehidupan pak Harto,  dokumen arsip nasional, video, dan beberapa foto yang berkaitan dengan Budaya dan Sejarah Pak Harto. ",https://lh5.googleusercontent.com/p/AF1QipMXrkI49tGIAdkBm6wCnxj1xwlWPX8FeLaQ_g-8=w408-h725-k-no,https://jelajah-api.bantulkab.go.id/files/content/03fdcb72d18ce219dfdc921b39c6b077.png,https://cdn-2.tstatic.net/travel/foto/bank/images/museum-hm-soeharto-di-kemusuk-argomulyo-sedayu-bantul-jogja.jpg,https://goo.gl/maps/8zpKPFjJeSETADes8,"675J+F6C, Dusun, Jl. Kemusuk Lor Jl. Nulis-Puluhan, Srontakan, Argomulyo, Kec. Sedayu, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55752",Selasa-Minggu 08.30-16.00,4.4,Wisata Budaya & Edukasi,,"ramah difabel, lansia, dan anak-anak",,indoor,mudah,rendah,{current_weather},museum,2628,yes,yes,Mengunjungi petilasan di Museum Soeharto,no
66,Bukit Lintang Sewu,-7.9157997,110.4366436,3000,3000,"Bukit Lintang Sewu merupakan salah satu tempat wisata alam yang berhawa sejuk di Yogyakarta. Keunggulan lainnya adalah lingkungannya menawarkan panorama yang indah. Dari bukit ini dapat melihat pemandangan lampu kota atau melihat bintang di malam hari. Bukit Lintang Sewu juga punya banyak fasilitas liburan, seperti area glamping, camping, outbound dan hutan kayu putih",https://lh5.googleusercontent.com/p/AF1QipOhdGveaERhU5Jdp7GeHw7ZwetMUeo5ruQN_2uV=w427-h240-k-no,https://www.pinhome.id/info-area/wp-content/uploads/2022/04/Garasi-Jogja.jpg,https://asset.kompas.com/crops/GQbIbpOuxe31xA87k1LvTqZyqEI=/0x24:581x411/750x500/data/photo/2021/12/13/61b757fe5e231.png,https://goo.gl/maps/VtcPtZxogwmah9KXA,"Karang Asem, Muntuk, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Senin-Minggu 08.00-17.00,4.5,Wisata Alam,,"ramah lansia, dan anak-anak",,outdoor,mudah,tinggi,{current_weather},pegunungan,2600,no,no,Menikmati pemandangan alam melalui Bukit Lintang Sewu,no
67,Grand Puri Waterpark,-7.8777662,110.352078,35000,35000,"Grand Puri Waterpark Yogya berlokasi di daerah Bantul, salah satu waterpark terbesar di Kabupaten Bantul. Tempat rekreasi keluarga yang menyediakan atraksi dan wahana seru dan bisa dimainkan baik untuk anak-anak, maupun orang dewasa. Terdapat kolam seni olympic, kolam arus, kolam penerima, dan kolam batita. Disana juga terdapat berbagai fasilitas foodcourt, freewifi, gazebo, atm, dan masih banyak lagi.",https://lh5.googleusercontent.com/p/AF1QipPhAO2GDpYQSrvYvg-hQu-CUEs0Vo5BdFWZGbIS=w408-h306-k-no,https://i0.wp.com/penginapan.net/wp-content/uploads/grand-puri-waterpark-2.jpg?fit=610%2C398&ssl=1,https://2.bp.blogspot.com/-20gfpKrTLVA/WRxEvM66g8I/AAAAAAAAZyY/aYFhH8OU9vcAvEByE54KF6mzWTKiTeT6gCLcB/s1600/puri1.jpg,https://goo.gl/maps/9M3AFeSMVnwsXR386,"Gabusan, Jl. Parangtritis No.KM. 9, Balong, Timbulharjo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186",Senin-Minggu 08.00-17.00,4.2,Wisata Buatan,https://grandpuriwaterpark.id/,ramah anak-anak,,outdoor,mudah,rendah,{current_weather},rekreasi,2440,yes,yes,Bermain wahana kolam renang di Grand Puri,no
68,Balong Waterpark,-7.8434924,110.4103899,15000,20000,"“Full of Splash and Fun”, itulah slogan yang diusung oleh Balong Waterpark. Di dalam waterpark ini akan kita temukan dua buah kolam utama yang diperuntukkan untuk balita dan orang dewasa. Selain itu, berbagai wahana permainan semacam ember tumbah, water coaster, hingga family slide juga tersedia untuk dinikmati. Suasana di dalam lokasi cukup sejuk dan bersih. Berbagai fasilitas umum juga sudah disiapkan untuk memberi kenyamanan bagi para pengunjung. Waterpark ini sangat recomended sebagai tujuan rekreasi akhir pekan bersama keluarga. Anak-anak bisa bermain sepuasnya, orang dewasa juga bisa bersantai dengan nyamannya. ",https://lh5.googleusercontent.com/p/AF1QipOeyWS8ynQmZWE8PTamSEJyGck8nBz_XoNiiKJT=w408-h299-k-no,https://mytrip123.com/wp-content/uploads/2022/07/balong-waterpark.jpg,https://asset.kompas.com/crops/zs_ZfY05N7uYmxd9GsiVnrerj5s=/196x0:726x353/750x500/data/photo/2023/04/25/6447e24677579.png,https://goo.gl/maps/8YNxhNVXvQqvdY9f7,"Jl. Pleret No.KM. 1,5, Banjardadap, Potorono, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55194",Senin-Minggu 08.00-17.00,4.2,Wisata Buatan,,ramah anak-anak,,outdoor,mudah,rendah,{current_weather},rekreasi,2376,yes,no,Bermain wahana kolam renang di Balong,no
69,Kids Fun Park (Pusat),-7.827611573,110.4413491,90000,90000,Kids Fun merupakan wahana atau tempat bermain untuk anak-anak,https://lh5.googleusercontent.com/p/AF1QipMzHIty6CPGnm183IRVRcXfj2qe2y9BOQexSXjz=w427-h240-k-no,https://cdn2.tstatic.net/travel/foto/bank/images/pengunjung-nyobain-wahana-blaster-boat-di-kids-fun-jogja.jpg,https://mytrip123.com/wp-content/uploads/2022/06/Kids-Fun-Jogja.jpg,https://goo.gl/maps/MQc6MTiJy5eJbjQa9,"Jl. Wonosari No.KM 10, Asem Ngecis, Sitimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",Senin-Minggu 09.00-17.00,4.4,Wisata Buatan,https://kidsfun.co.id/tickets,"ramah difabel, lansia, dan anak-anak",,indoor,mudah,rendah,{current_weather},rekreasi,2314,yes,yes,Rekreasi permainan wahana di Kids Fun,no
70,Pantai Kesirat,-8.0961535,110.4350483,5000,5000,"Pantai Kesirat dapat dijadikan area untuk perkemahan. Letaknya yang jauh dari keramaian bisa membuat pengunjung jadi lebih nyaman dan menikmati momen kebersamaan ketika berlibur dengan keluarga, teman, atau kerabat. Disana fasilitas warung makan dan kamar mandi tetap beroperasi selama 24 jam.Yang menjadi keunggulan dari Pantai Kesirat adalah letaknya yang dikelilingi tebing. Tebing ini merupakan tempat favorit untuk memancing ikan atau sekadar duduk-duduk menikmati hembusan angin di pantai.",https://lh5.googleusercontent.com/p/AF1QipPLgqFe8OVjV7JaV3ZtiAX389lm7uELz7cQNdRa=w432-h240-k-no,https://sikidang.com/wp-content/uploads/Pantai-Kesirat-Gunung-Kidul.jpg,https://cdn.idntimes.com/content-images/post/20210602/pantaikesirat-1622610379327592-8a3c6fc0c5f25f33309701492ecca53c_600x400.jpg,https://goo.gl/maps/6tZnegAqdGCSvvFH6,"Karang, Girikarto, Kec. Panggang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55872",Buka 24 Jam,4.6,Wisata Alam,,universal,,outdoor,mudah,tinggi,{current_weather},pantai,2296,yes,no,Mengunjungi pantai hidden gems Pantai Kesirat,yes
71,Stonehenge Merapi,-7.6022481,110.4479012,5000,5000,"Wisata baru ini baru ngehits di Jogja tepatnya di Kepuharjo, Cangkringan, Sleman kamu bakal menemui replika Stonehenge, peninggalan jaman praBudaya dan Sejarah berupa susunan batu-batu besar yang tidak beraturan yang aslinya terletak di Inggris. Bentuk dan susunan batu di Stonehenge Cangkringan mirip dengan aslinya, lengkap dengan alas rumput hijaunya. Masuk dan duduk di bagian dalam lingkaran tersebut akan jadi pengalaman yang berbeda.",https://lh5.googleusercontent.com/p/AF1QipMxozjfgcE7mWG4_1o3NR1HvaqaKPsWQh04e4gt=w408-h305-k-no,https://sikidang.com/wp-content/uploads/Stonehenge-Merapi-Park-Yogyakarta.jpg,https://antarejatour.com/wp-content/uploads/2018/08/Stonehenge-Merapi-Jogja-sumber-ig-jeepmerapibelantaraadventure.jpg,https://goo.gl/maps/tJMdaYtSWsw68uz78,"9CXX+26C, Unnamed Road, Trutan, Kepuharjo, Cangkringan, Sleman Regency, Special Region of Yogyakarta 55583",Senin-Minggu 07.00-17.00,4.3,Wisata Buatan,,ramah anak-anak,,outdoor,susah,tinggi,{current_weather},rekreasi,2282,yes,yes,Mengunjungi wisata Stonehenge yang ada di Jogja,no
72,CitraGrand Mutiara Waterpark Yogyakarta,-7.8137343,110.2831838,50000,80000,"Waterpark ini menjadi salah satu objek wisata air favorit untuk keluarga. Mengusung tema Treasure Adventure, CitraGrand Mutiara Waterpark Yogya menghadirkan berbagai wahana permainan air yang akan membawa pengunjung seolah berpetualang bersama bajak laut.",https://lh5.googleusercontent.com/p/AF1QipOHrtEjkZ00OYgBqc7o2yam57DTdmxMdaithq9P=w408-h306-k-no,https://1.bp.blogspot.com/-ymyLT4eC1iw/XbE-oXKxvbI/AAAAAAAAFA4/01HHvxuh_HMcb3BrEAqoy8bIDTKuWuzMACLcBGAsYHQ/w1200-h630-p-k-no-nu/Harga-Tiket-Citra-Grand-Mutiara-Waterpark.jpg,https://mytrip123.com/wp-content/uploads/2022/06/citra-grand-mutiara-waterpark.jpg,https://goo.gl/maps/Dv5gdX4pZNVMnXo46,"Perumahan Citra Grand Mutiara, Jl. Wates, Perengdawe, Balecatur, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55752",Selasa-Minggu 14.00-18.00,4.3,Wisata Buatan,,ramah anak-anak,,outdoor,mudah,rendah,{current_weather},rekreasi,2260,yes,yes,Bermain wahana kolam renang di CitraGrang Mutiara,no
73,Wisata Telaga Potorono,-7.8300074,110.4204773,0,0,"Selain diperuntukkan sebagai telaga, telaga desa Potorono juga dimanfaatkan sebagai tempat wisata alternatif yang menarik. Telaga desa Potorono menawarkan pemandangan yang indah dengan udara yang sejuk. Di sekitar telaga terdapat enam (6) buah gazebo/gubuk yang dapat dimanfaatkan sebagai tempat berteduh.",https://lh5.googleusercontent.com/p/AF1QipPxQP3isIEJJ8g9GbtShT4Q_Jo06WQBLq054Tpa=w408-h543-k-no,https://img.harianjogja.com/posts/2021/09/25/1083773/26-jalanjalan-bob-embung-2.jpg,https://asset.kompas.com/crops/eN1fdBexDU6tLJgPDT5HlbYsxjg=/0x0:780x520/750x500/data/photo/2021/08/15/611884adde978.png,https://goo.gl/maps/qZfJJsQ9iiqfaaaw7,"Salakan, Potorono, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55196",Buka 24 Jam,4.4,Wisata Buatan,,universal,,outdoor,mudah,rendah,{current_weather},sungai rekreasi,2248,yes,yes,Mengunjungi telaga Potorono,yes
74,Desa Wisata Pulesari,-7.6258806,110.371698,50000,50000,"Suasana khas pedesaan akan segera menyambut para wisatawan saat menjejakan kaki pertama kali di desa yang masuk dalam kabupaten Sleman ini. Sungai berair jernih, perkebunan salak yang tertata rapi, dan sapaan ramah dari warga menjadi pemandangan lumrah di desa ini.",https://lh5.googleusercontent.com/p/AF1QipOv2om8-3xxAvweGWF-6Aq_KDr5mT8yeIPl8QE=w427-h240-k-no,https://asset-2.tstatic.net/jogja/foto/bank/images/desa-wisata-pulesari-sleman.jpg,https://www.nativeindonesia.com/foto/desa-wisata-pulesari/Desa-Wisata-Pulesari.jpg,https://goo.gl/maps/GZS7ToyKSitJKXzA8,"Pulesari, Wono Kerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551",Senin-Minggu 07.00-18.00,4.4,Wisata Budaya & Edukasi,,universal,,outdoor,mudah,tinggi,{current_weather},desa wisata,2245,yes,yes,Belajar dengan masyarakat sekitar di Desa Wisata Pulesari,no
75,Wisata Alam Watu Amben,-7.8576729,110.4727388,0,0,"Watu Amben Jogja merupakan sebuah wisata alam dimana kamu bisa menikmati lampu kota Yogyakarta di malam hari. Salah satu wisata alam unik dari Jogja adalah Watu Amben Jogja. Objek wisata ini tidak hanya memiliki unsur alam namun juga unsur buatan. Objek wisata ini termasuk ke dalam komplek perbukitan Bukit Bintang Gunung Kidul. Dari atas bukit ini, kamu bisa melihat indahnya pemandangan alam dan pemandangan kota Jogja. Apalagi kalau dinikmati pada malam hari, kamu bisa melihat kelap-kelip lampu Kota Jogja. Tempat ini pun menjadi pilihan tempat nongkrong asyk bagi para masyarakat Jogja khususnya para anak muda. Ya, karena selain menikmati pemandangan, kamu juga bisa menikmati hidangan lezat khas Jogja.",https://lh5.googleusercontent.com/p/AF1QipN9cM6NI8uJxM8DHLq7y7ImzDAwghWBZfyPfjij=w507-h240-k-no,https://1.bp.blogspot.com/-iPSpLeq-bfY/XY0N08IHVaI/AAAAAAAAEGI/Rkblsv1GTgAd_mufhZrpUFx7tq10r41oQCLcBGAsYHQ/s1600/Watu-Amben.jpg,https://alodiatour.com/wp-content/uploads/2019/01/watu-amben.jpg,https://goo.gl/maps/BxdxytEem1f8TSF39,"4FRF+W3Q, pandeyan, Duwen Bintang, Srimulyo, Kec. Piyungan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55792",Buka 24 Jam,4.4,Wisata Alam,,ramah anak-anak,,outdoor,mudah,rendah,{current_weather},pegunungan,2235,no,no,Menikmati keindahan alam di Watu Amben,yes
76,Candi Sojiwan,-7.7603952,110.4962014,5000,5000,"Candi Sojiwan memiliki keunikan. Keunikan ini berasal dari beberapa panel relief yang bercerita tentang cerita-cerita binatang. Jika dipahami lebih dalam cerita-cerita ini menyampaikan pesan-pesan moral yang tidak lekang oleh waktu. Pesan-pesan moral ini juga sangat berguna untuk menjalani kehidupan sehari-hari. Setelah dilakukan penelitian, terdapat beberapa temuan menarik. Salah satunya adalah parit keliling. Parit keliling ini sebagian berada di pemukiman warga. Di dalam parit kelagian ditemukan arca, pondasi candi, struktur pagar, batu candi (lepas), struktur dan batu candi di sekitar permukiman warga yang berada di sebelah selatan candi Induk. Candi Sojiwan berada di kawasan Siwa Plateu yang banyak terdapat candi baik candi berlatar belakang agama hindu maupun budha. Hal ini menunjukkan bahwa sejak dulu nenek moyang kita telah hidup harmonis dan sangat toleran. Nilai-nilai toleransi ini sangat dibutuhkan masyarakat Indonesia sekarang ini mengingat kita berbeda-beda keyakinan.",https://lh5.googleusercontent.com/p/AF1QipPw1HwTQngsSjx1VKz2K8k8SjNTVfMkPZtU3nN6=w408-h725-k-no,https://visitingjogja.jogjaprov.go.id/web/wp-content/uploads/2017/01/Candi-Sojiwan-Kecamatan-Prambanan.jpg,https://img.okezone.com/content/2016/07/13/406/1436952/candi-sojiwan-simpan-beragam-keunikan-F3ujZMB1FT.jpg,https://goo.gl/maps/9PE7dgWoJkwkR84a7,"Jl. Banjarsari No.12 RT. 03, RT.03/RW.03, Kwaron, Kb. Dalem Kidul, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454",Senin-Minggu 08.00-17.00,4.5,Wisata Budaya & Edukasi,,"ramah difabel, lansia, dan anak-anak",,outdoor,mudah,rendah,{current_weather},candi,2159,yes,yes,Mengunjungi situs Candi Sojiwan,no
77,Goa Selarong,-7.860965268,110.3145237,6000,6000,"Gua Selarong atau bisa disebut Gua Diponegoro, adalah gua berBudaya dan Sejarah sekaligus tempat wisata alam dan religius. Goa Selarong merupakan sebuah goa kecil yang berada di Dusun Kembangputihan, Kecamatan Pajangan, Bantul. Lokasinya cukup mudah dijangkau karena tak jauh dari Kota Bantul, DIY. Di Goa Selarong, terdapat dua goa, yaitu Goa Kakung dan Goa P Sekilas, tak ada tampilan yang menarik secara visual dari kedua goa tersebut. Namun, goa itu menyimpan peristiwa besar yang menjadi bagian dari Budaya dan Sejarah bangsa Indonesia. Terutama kisah kepahlawanan Pangeran Diponegoro yang menjadi tokoh besar saat meletusnya Perang Jawa pada 1825-1830.utri.",https://lh5.googleusercontent.com/p/AF1QipMx7hNdgc1kVezBNsq7GCrOtO-RGoh4hh7WzMQE=w408-h543-k-no,https://gudeg.net/cni-content/uploads/modules/direktori/logo/20160131080154.jpg,https://asset.kompas.com/crops/n5ow-RqQI9AEeSo3K8hZOSEX_hs=/0x0:780x520/750x500/data/photo/2021/07/18/60f3f2f9e4bdf.jpg,https://goo.gl/maps/JaTD7SzWAdiDT8Z38,"48Q7+6W9, Waktu Gedug, Guwosari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",Senin-Minggu 08.00-17.00,4.3,Wisata Budaya & Edukasi,,ramah anak-anak,,outdoor,mudah,rendah,{current_weather},budaya&sejarah,2116,yes,yes,Mengunjungi goa bersejarah Pangeran Diponegoro,no
78,Waduk Sermo,-7.821219329,110.1149803,5000,5000,"Waduk Sermo merupakan sebuah waduk yang berada di Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta, waduk seluas 157 hektar ini dibangun mulai pada tahun 1994 dan diresmikan oleh Presiden Indonesia ke-2 saat itu yaitu Presiden Soeharto pada 20 November 1996. Waduk ini dibangun dengan membendung Kali Ngrancah di Desa Hargowilis Kecamatan Kokap, adanya pembangunan waduk ini juga mengahruskan pemerintah melakukan program transmigrasi, sebanyak 100 kk di transmigrasikan ke Tak Toi Bengkulu. Ada banyak hal yang bisa sobat semua lakukan di tempat ini, yang pertama yaitu berfoto di spot foto menarik, terdapat berbagai macam spot foto menarik yang bisa dimanfaatkan pengunjung di tempat ini. Selanjutnya bagi sobat semua yang hobi memancing ikan tak ada salahnya mencoba memburu ikan “Setan Merah” yaitu ikan predator yang ada di waduk ini, Ikan Merah merupakan primadona dikalangan pemancing di Waduk Sermo ini.",https://lh5.googleusercontent.com/p/AF1QipOiLshD5mO01rGOPucZPJvHM4xLcHQFrrit0irO=w426-h240-k-no,https://img.inews.co.id/media/600/files/inews_new/2019/10/30/danau1.jpg,https://sikidang.com/wp-content/uploads/Harga-Tiket-Masuk-Waduk-Sermo.jpg,https://goo.gl/maps/6Mq4pm662ndxbZSM9,"Sremo tengah rt: 63/23, Sremo Tengah, Hargowilis, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653",Buka 24 Jam,4.5,Wisata Buatan,https://waduksermo.com/karcis-masuk-waduk-sermo/,universal,,outdoor,susah,tinggi,{current_weather},sungai rekreasi,2057,yes,no,Menikmati pemandangan waduk Sermo,yes
79,Pantai Glagah,-7.9119427,110.0647339,6000,6000,"Pantai Glagah Indah adalah salah satu pantai yang menjadi objek wisata di provinsi Daerah Istimewa Yogyakarta. Pantai Glagah Indah merupakan salah satu pantai di Yogyakarta dengan hamparan pasir yang berwarna hitam dan banyak mengandung pasir besi. Pantai Glagah Indah memiliki akses yang baik. Pantai Glagah dikenal sebagai salah satu pantai di Jogja yang memiliki ombak cukup besar. Oleh sebab itu, di kawasan pantai pun dibangun tetrapod.",https://lh5.googleusercontent.com/p/AF1QipNmHnTuFpU1SUl8AuW8auSNC8jnZMG-NSgDiRwX=w408-h302-k-no,https://asset.kompas.com/crops/borQVReMmp4ycYxJ4KaGfAq_zA4=/0x0:780x520/750x500/data/photo/2019/05/09/880994065.jpg,https://awsimages.detik.net.id/community/media/visual/2021/09/11/pantai-glagah-kulonprogo-7_169.jpeg?w=650&q=80,https://goo.gl/maps/n2dEbxBXQ8CurSYR7,Daerah Istimewa Yogyakarta,Buka 24 Jam,4.4,Wisata Alam,,universal,,outdoor,mudah,rendah,{current_weather},pantai,2004,yes,yes,Menikmati pantai Glagah,yes
80,Grojogan Watu Purbo Bangunrejo,-7.6340196,110.3383881,5000,5000,"Tempat ini menjanjikan spot foto selfi yang begitu menarik dan aliran sungai serta taman bunga yang indah. Pun, wisatawan dapat menikmati kuliner pedesaan yang menggugah selera dengan dilatarbelakangi birunya Gunung Merapi. Destinasi yang masih terhitung baru ini sebenarnya adalah aliran sungai Kali Krasak yang berhulu di Gunung Merapi. Aliranya terbentuk dari 6 buah sabo dam yang tersusun bertingkat dengan ketinggian 3 sampai 7 meter sehingga tercipta air terjun atau dalam bahasa Jawa disebut grojogan. ",https://lh5.googleusercontent.com/p/AF1QipMelwkRpDSw6GRyPuHOykLjm5awAt1Ru6MZm0BP=w426-h240-k-no,https://asset.kompas.com/crops/wXX1MvMLkTVW1qkcgemVXMX2hT0=/0x0:1000x667/750x500/data/photo/2020/01/26/5e2d5f4c2853a.jpg,https://asset.kompas.com/crops/2nRgJojmb8rMxaM09_pUDSmnyxA=/0x0:1000x667/750x500/data/photo/2020/01/26/5e2d5f4fb18dc.jpg,https://goo.gl/maps/YZCPUZvYsmhNuqEU7,"Jl. Grojogan Watu Purbo, Bangunrejo, Merdikorejo, Kec. Tempel, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55552",Senin-Minggu 07.00-17.00,4.5,Wisata Alam,,ramah anak-anak,,outdoor,mudah,rendah,{current_weather},sungai rekreasi,1927,no,no,Menikmati wisata alam di Grojogan Watu Purbo,no
81,Jogja City Mall,-7.7532424,110.3583342,0,0,"Mal bertema Romawi dengan toko barang bermerek lokal & internasional, tempat makan kasual & arkade hiburan.",https://lh5.googleusercontent.com/p/AF1QipP5GmMNns97bkiHJYJGD8KzA_8sWlNXKR8WmMDR=w408-h306-k-no,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/56/3d/80/jcm.jpg?w=1200&h=-1&s=1,https://asset-2.tstatic.net/jogja/foto/bank/images/jogja-city-mall-sudah-normal_20170928_090814.jpg,https://goo.gl/maps/8XHx2b4Ty6kzanNC7,"Jl. Magelang No.6 No.18, Kutu Patran, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",Selasa-Minggu 10.00-22.00,4.5,Wisata Belanja,,universal,,indoor,mudah,rendah,{current_weather},belanja,46501,yes,yes,Berbelanja dan rekreasi di Jogja City Mall,yes
82,Sleman City Hall,-7.7201865,110.3591576,0,0,"Mal bergaya Romawi dengan berbagai toko retail, restoran, bioskop & area bermain anak-anak.",https://lh5.googleusercontent.com/p/AF1QipPBpOjVN1zwt3z8pRuyxsv-PycenDmLz-aiq7I2=w408-h544-k-no,https://www.starjogja.com/assets/2018/12/sch-1.jpg,https://asset-2.tstatic.net/jogja/foto/bank/images/tribunjogjawiki-sleman-city-hall.jpg,https://goo.gl/maps/uXGCXR4KYp4G4jP1A,"Jl. Magelang Jl. Gito Gati No.KM 9, Denggung, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511",Selasa-Minggu 10.00-22.00,4.5,Wisata Belanja,,universal,,indoor,mudah,rendah,{current_weather},belanja,17256,yes,yes,Berbelanja dan rekreasi di Sleman City Hall,yes
83,Kebun Buah Mangunan,-7.939896,110.424336,5000,6000,"Kebun Buah Mangunan adalah salah satu tempat wisata di kawasan Mangunan, Dlingo, Kabupaten Bantul, Yogyakarta. Kawasan wisata yang terkenal sebagai salah satu spot Negeri di Atas Awan ini terletak sekitar 25 kilometer (km) dari kota Yogyakarta. Dengan waktu tempuh kurang lebih satu jam perjalanan, Kebun Buah Mangunan bisa jadi alternatif tempat wisata bersama keluarga di akhir pekan.",https://lh5.googleusercontent.com/p/AF1QipOEkpAp-38gf1GX1XgJKFXA41ZuOcYAAsZwhDcs=w480-h240-k-no,https://garasijogja.com/wp-content/uploads/2017/03/@citrayuand.jpg,https://gudeg.net/cni-content/uploads/modules/direktori/logo/20160216024341.jpg,https://goo.gl/maps/9SE9RhYvq3PQ8gRo9,"3C6F+2PW, Unnamed Road, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Senin-Minggu 05.00-18.00,4.5,Wisata Alam,,ramah anak-anak,,outdoor,susah,tinggi,{current_weather},pegunungan,1887,no,no,Menikmati pegunungan di Kebun Buah Mangunan,no
